0	3	1	45	0	2953
1	4	14	35	13	4851
2	4	8	30	26	1128
3	3	1	45	39	4627
4	4	14	30	52	880
5	3	1	45	65	585
6	3	1	30	78	81
7	4	14	45	91	388
8	4	14	35	104	4230
9	3	1	35	117	1911
10	3	1	45	130	4553
11	3	1	45	143	1941
12	3	1	35	156	782
13	3	1	45	169	587
14	4	14	50	182	4378
15	4	14	35	195	2207
16	4	14	30	208	8951
17	4	14	50	221	2431
18	4	14	35	234	629
19	4	14	35	247	2275
20	4	14	50	260	1462
21	3	1	35	273	6754
22	4	14	50	286	4368
23	4	14	45	299	1925
24	4	14	50	312	9727
25	3	1	45	325	15381
26	4	8	45	338	3976
27	3	1	35	351	2235
28	4	14	30	364	3931
29	4	8	45	400	2571
30	3	1	30	410	4664
31	4	14	30	420	5058
32	3	1	50	430	2766
33	4	14	50	440	2574
34	0	12	45	450	399
35	3	1	30	460	4457
36	4	8	45	470	4720
37	4	14	35	480	1499
38	4	8	50	490	1981
39	3	1	45	500	6195
40	4	14	50	510	5470
41	4	14	50	520	2643
42	3	1	35	530	7763
43	0	12	45	540	2885
44	4	14	50	550	5335
45	3	1	35	560	1663
46	3	1	30	570	6879
47	4	14	35	580	3886
48	3	1	45	590	1693
49	4	14	35	600	5138
50	3	1	30	610	5330
51	0	12	50	620	5581
52	3	1	45	630	12151
53	4	14	30	640	6891
54	4	14	35	650	2002
55	0	12	30	660	4908
56	4	14	35	670	155
57	3	1	45	680	7972
58	3	1	50	690	5938
59	4	14	35	700	988
60	4	8	50	710	2822
61	4	14	50	720	3586
62	4	14	35	730	2516
63	3	1	50	740	786
64	4	8	30	750	4703
65	4	14	35	760	13078
66	0	12	45	800	8662
67	4	14	45	810	4855
68	3	1	50	820	169
69	4	8	45	830	20116
70	4	14	50	840	5256
71	4	14	45	850	3477
72	4	14	30	860	267
73	3	1	50	870	1773
74	4	14	35	880	4665
75	4	14	30	890	6919
76	0	12	30	900	12758
77	4	14	30	910	653
78	0	12	45	920	4148
79	4	14	35	930	3393
80	4	14	45	940	686
81	4	8	35	950	33
82	0	12	45	960	346
83	4	14	45	970	9310
84	4	14	45	980	5358
85	3	1	35	990	11004
86	4	8	45	1000	5802
87	4	14	50	1010	4529
88	4	14	35	1020	337
89	4	14	45	1030	1964
90	4	14	50	1040	4017
91	4	14	50	1050	7065
92	4	8	45	1060	3098
93	4	14	35	1070	753
94	4	8	45	1080	1321
95	4	14	30	1090	665
96	4	14	35	1100	67
97	0	12	45	1110	4532
98	4	14	45	1120	6912
99	4	14	45	1130	5959
100	4	8	45	1140	2427
101	4	14	35	1150	502
102	3	1	35	1160	3469
103	3	1	50	1170	1733
104	4	14	35	1180	19296
105	4	14	45	1190	675
106	3	1	50	1200	4652
107	0	12	45	1210	3605
108	4	14	50	1220	570
109	4	14	35	1230	3386
110	0	12	30	1240	5514
111	4	14	30	1250	8737
112	4	8	30	1260	984
113	4	14	35	1270	900
114	4	14	50	1280	252
115	4	14	45	1290	2754
116	4	14	30	1300	2846
117	0	12	45	1310	3324
118	4	14	30	1320	2321
119	4	14	50	1330	5631
120	4	14	45	1340	874
121	4	8	50	1350	930
122	4	14	35	1360	3892
123	3	1	35	1370	4239
124	3	1	50	1380	1783
125	4	14	30	1390	9300
126	4	14	50	1400	170
127	0	12	45	1410	8941
128	3	1	30	1420	319
129	4	14	35	1430	3064
130	0	12	45	1440	6560
131	4	14	35	1450	1318
132	0	12	45	1460	1591
133	4	8	30	1470	8189
134	3	1	45	1480	497
135	4	8	30	1490	162
136	4	14	50	1500	2237
137	4	14	45	1510	5254
138	0	12	35	1520	9654
139	4	14	50	1530	3494
140	4	14	45	1540	1143
141	4	8	30	1550	752
142	4	14	50	1560	3148
143	4	8	30	1570	2851
144	4	14	45	1600	4086
145	4	14	45	1610	5486
146	3	1	50	1620	3774
147	3	1	30	1630	1647
148	4	14	45	1640	468
149	4	8	30	1650	6121
150	4	14	50	1660	4132
151	4	14	50	1670	2407
152	4	8	35	1680	1085
153	4	8	50	1690	277
154	4	8	50	1700	3452
155	4	14	45	1710	1136
156	4	14	30	1720	2739
157	4	14	50	1730	10440
158	4	14	30	1740	19335
159	4	14	35	1750	376
160	4	14	45	1760	483
161	3	1	30	1770	6328
162	4	14	35	1780	2913
163	4	14	35	1790	3642
164	4	14	45	1800	5793
165	0	12	45	1810	2519
166	4	14	45	1820	3276
167	4	14	50	1830	1706
168	3	1	45	1840	353
169	4	14	45	1850	86
170	0	12	45	1860	287
171	4	8	45	1870	6020
172	4	14	35	1880	4244
173	4	14	35	1890	7802
174	4	14	30	1900	2826
175	3	1	45	1910	100
176	3	1	50	1920	4347
177	4	14	35	1930	476
178	4	14	45	1940	54
179	4	14	30	1950	3801
180	3	1	30	1960	1377
181	3	1	50	1970	4870
182	4	8	50	1980	6102
183	0	12	30	1990	1387
184	0	12	45	2000	8870
185	4	8	50	2009	1746
186	4	14	50	2018	176
187	4	14	45	2027	1211
188	4	8	35	2036	1385
189	3	1	50	2045	8147
190	4	8	50	2054	3139
191	0	12	30	2063	2788
192	4	14	45	2072	5374
193	0	12	50	2081	6876
