0	4	14	45	0	10678
1	4	8	50	8	9833
2	4	14	45	16	3379
3	4	14	50	24	8279
4	0	12	50	32	127
5	4	8	35	40	8918
6	3	1	35	48	7470
7	3	1	50	56	10828
8	3	1	30	64	9860
9	4	14	35	72	2647
10	4	8	45	80	10997
11	0	12	50	88	5487
12	3	1	30	96	22465
13	4	14	30	104	2077
14	4	14	35	112	327
15	4	8	45	120	2715
16	0	12	35	128	6227
17	0	12	50	136	10142
18	4	14	35	144	11959
19	4	14	50	152	615
20	4	14	45	160	14905
21	0	12	30	168	4084
22	3	1	30	176	21618
23	4	8	45	184	688
24	4	14	35	192	1626
25	0	12	35	200	6208
26	3	1	30	208	4637
27	4	8	35	216	6082
28	4	14	50	224	6233
29	4	8	50	232	9960
30	4	14	35	240	7221
31	4	14	30	248	6331
32	4	8	50	256	1997
33	3	1	50	264	5228
34	4	8	50	272	1173
35	4	8	45	280	304
36	0	12	35	288	4432
37	4	14	45	296	14675
38	0	12	30	304	1692
39	4	8	45	312	494
40	3	1	35	320	5037
41	0	12	35	328	235
42	4	8	45	336	25237
43	0	12	45	344	1484
44	0	12	30	352	1689
45	0	12	50	360	3228
46	0	12	50	400	4588
47	3	1	30	409	1740
48	3	1	30	418	5312
49	0	12	35	427	3454
50	4	14	45	436	2895
51	0	12	45	445	12937
52	4	14	30	454	7580
53	4	14	35	463	5564
54	3	1	35	472	3094
55	3	1	35	481	3287
56	3	1	50	490	11915
57	4	8	30	499	2431
58	0	12	35	508	4940
59	4	14	35	517	5171
60	4	14	30	526	2112
61	4	8	30	535	619
62	4	14	50	544	1790
63	4	8	35	553	44954
64	4	14	30	562	9299
65	4	8	45	571	1787
66	4	14	30	580	2577
67	0	12	35	589	4927
68	3	1	30	598	774
69	3	1	45	607	22
70	4	8	35	616	15871
71	0	12	45	625	9646
72	0	12	50	634	6003
73	3	1	50	643	10064
74	0	12	45	652	7469
75	4	14	35	661	13532
76	4	14	45	670	4673
77	3	1	45	679	11535
78	4	8	35	688	17812
79	3	1	45	697	15281
80	0	12	45	706	872
81	0	12	30	715	2241
82	4	14	35	724	386
83	4	14	45	733	1690
84	3	1	30	742	4199
85	4	14	50	751	12598
86	0	12	30	760	21804
87	3	1	35	800	10175
88	4	14	35	808	1385
89	3	1	35	816	12856
90	3	1	50	824	2439
91	3	1	35	832	1426
92	4	14	30	840	3818
93	0	12	50	848	10032
94	3	1	45	856	14076
95	4	8	35	864	3990
96	0	12	45	872	14108
97	0	12	30	880	25948
98	4	8	45	888	5264
99	4	14	45	896	36954
100	0	12	45	904	466
101	4	14	45	912	30044
102	4	14	30	920	872
103	4	14	35	928	5269
104	4	14	50	936	5359
105	3	1	30	944	7393
106	0	12	50	952	2558
107	0	12	30	960	18149
108	3	1	50	968	17978
109	3	1	50	976	5626
110	4	14	50	984	17992
111	0	12	30	992	88
112	0	12	45	1000	3695
113	4	8	50	1008	7508
114	4	14	50	1016	3731
115	3	1	50	1024	35164
116	3	1	45	1032	221
117	0	12	30	1040	80
118	3	1	35	1048	7093
119	0	12	30	1056	17978
120	0	12	45	1064	2471
121	4	8	45	1072	6490
122	0	12	50	1080	2863
123	4	14	45	1088	2770
124	4	14	45	1096	10775
125	3	1	30	1104	9608
126	4	8	35	1112	3097
127	0	12	30	1120	13420
128	0	12	35	1128	17506
129	4	14	30	1136	1927
130	3	1	50	1144	34862
131	4	14	45	1152	5254
132	4	8	50	1160	2643
133	3	1	50	1168	18579
134	4	8	50	1200	12691
135	0	12	30	1209	1083
136	0	12	30	1218	1216
137	4	14	50	1227	6655
138	0	12	50	1236	9692
139	4	14	50	1245	13087
140	3	1	30	1254	5859
141	0	12	50	1263	309
142	4	14	35	1272	13962
143	0	12	35	1281	8489
144	4	14	45	1290	18831
145	4	8	45	1299	2321
146	4	8	45	1308	12615
147	3	1	35	1317	11782
148	0	12	30	1326	3347
149	4	14	45	1335	14671
150	3	1	45	1344	3639
151	0	12	45	1353	13655
152	4	8	45	1362	3734
153	0	12	35	1371	7090
154	3	1	30	1380	10309
155	4	14	30	1389	5559
156	3	1	45	1398	9009
157	4	14	35	1407	13311
158	4	14	50	1416	10853
159	0	12	50	1425	12451
160	4	8	50	1434	2651
161	0	12	45	1443	4937
162	0	12	50	1452	69
163	4	14	45	1461	9119
164	0	12	30	1470	5836
165	0	12	35	1479	4262
166	4	14	35	1488	10461
167	3	1	50	1497	5048
168	4	14	50	1506	13433
169	4	14	45	1515	2259
170	3	1	50	1524	14997
171	3	1	50	1533	4966
172	4	14	30	1542	2942
173	4	14	45	1551	12213
174	4	8	30	1560	3761
175	0	12	45	1569	2068
176	3	1	30	1600	10483
177	0	12	35	1608	8328
178	0	12	50	1616	3924
179	4	8	30	1624	5357
180	0	12	35	1632	18891
181	3	1	50	1640	6393
182	4	14	30	1648	5098
183	4	8	50	1656	390
184	0	12	45	1664	15104
185	4	8	35	1672	1477
186	4	8	50	1680	918
187	0	12	35	1688	9462
188	4	14	45	1696	1564
189	3	1	50	1704	2790
190	3	1	35	1712	4796
191	0	12	45	1720	3209
192	4	14	50	1728	13820
193	4	14	50	1736	19547
194	3	1	30	1744	5923
195	3	1	35	1752	483
196	4	14	30	1760	237
197	0	12	50	1768	1255
198	0	12	35	1776	1170
199	4	14	35	1784	5417
200	3	1	35	1792	5909
201	4	14	50	1800	3149
202	4	14	35	1808	25213
203	4	8	35	1816	805
204	0	12	45	1824	40446
205	4	14	45	1832	18666
206	0	12	35	1840	5720
207	3	1	30	1848	7137
208	4	14	35	1856	1913
209	3	1	35	1864	5489
210	4	8	50	1872	11777
211	3	1	30	1880	233
212	4	14	35	1888	4397
213	4	8	50	1896	2348
214	4	14	45	1904	17192
215	3	1	50	1912	10529
216	0	12	45	1920	36269
217	3	1	30	1928	25951
218	3	1	30	1936	14248
219	3	1	45	1944	3436
220	3	1	45	1952	2905
221	3	1	50	1960	293
222	4	14	30	1968	2744
223	0	12	30	1976	5855
